what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466395698756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466395703903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395704602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395705755
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1466395707598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466395708807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395711981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395713123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466395717379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466395720034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395735196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395736804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466395742547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466395744543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395745784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395746624
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466395747724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466395752016
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1466395761849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466395763228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395764526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395766550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466395769607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466395772347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466395774010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466395775569
