what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1466568831133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466568838499
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466568870518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466568874173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466568878613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466568879826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1466568879837
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466568882484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466568885829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466568914402
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466568920455
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466568920615
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466568932182
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466568932356
executed,command,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.shortcut.run",1466568936766
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1466568937499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466568939894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466568939903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466568941257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466568980061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466568981656
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466569004568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569004754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466569049770
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466569092733
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569092894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466569140151
executed,command,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.shortcut.run",1466569144644
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1466569145416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569147600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569147611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569148907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569172706
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569177006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569177023
executed,command,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.shortcut.run",1466569181996
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1466569182717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569185141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569185149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569186545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466569199584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569203149
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466569211620
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569211850
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466569211878
