what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466649436845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466649453677
executed,command,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.shortcut.run",1466649485332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649497287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649497329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649499355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649523825
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1466649533141
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466649546668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1466649556179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466649560909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466649568531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649578644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649578657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649580471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649681835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649702192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649702882
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1466649708534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649724537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649738952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466649800355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466650063536
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1466650067356
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466650067547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1466650079925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466650092316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466650106009
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.remove.block.comment",1466650111893
