what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465611599858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PropertiesFileEditor",1465611604794
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465611607121
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1465611616945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465611618866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611623568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1465611628316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611632236
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1465611642076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1465611642092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611644700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611650568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611653587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611706174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611726946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1465611742809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1465611746967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611752923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611813192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611823487
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1465611826232
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465611826255
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465611829999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465611830023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1465611844519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1465611848599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1465611863941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611866891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611880345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611885617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611889298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611913257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611916241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611933082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1465611938371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1465611953784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611956711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611957360
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611957816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611958345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611962916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611976353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1465611980973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465611988652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465612003760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465612004759
